"Order";"Symbol";"Name";"AtomicNumber";"Group";"Period";"Type";"Subtype";"State";"Valence";"AmountOfValences";"OrderGeneralValences";"OrderValenceOnElement";"SelectedValence";"RomanValence";"Type_Metal";"Type_NonMetal";"Type_Metalloide";"Type_NobleGas";"State_Solid";"State_Liquid";"State_Gas";"State_Dude";"Subtype_Halogen";"Status_oxyde";"ChemFormule_pure";"Name_Classic_Oxyde";"Name_IUPAC_Oxyde";"amount01_oxyde_Stock";"amount02_oxyde_Stock";"Name_Stock_Oxyde";"Name_Stock_Oxyde02"
149;"Au";"Gold";79;11;6;"Metal";"Lanthanides";"Solid";"1,3";2;149;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Au2O3";"Óxido Áurico";"Óxido de Oro (III)";"Di";"Tri";"DiÓxido de TriGold";"Dióxido de Trigold"
150;"Hg";"Mercury";80;12;6;"Metal";"Lanthanides";"Liquid";"1,2";2;150;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Hg2O1";"Óxido Mercuroso";"Óxido de Mercurio (I)";"Di";"Mono";"DiÓxido de MonoMercury";"Dióxido de Monomercury"
151;"Hg";"Mercury";80;12;6;"Metal";"Lanthanides";"Liquid";"1,2";2;151;2;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Hg1O1";"Óxido Mercúrico";"Óxido de Mercurio (II)";"Mono";"Mono";"MonÓxido de MonoMercury";"Monóxido de Monomercury"
152;"Tl";"Thallium";81;13;6;"Metal";"Lanthanides";"Solid";"1,3";2;152;1;"1";"I";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tl2O1";"Óxido Taloso";"Óxido de Talio (I)";"Di";"Mono";"DiÓxido de MonoThallium";"Dióxido de Monothallium"
153;"Tl";"Thallium";81;13;6;"Metal";"Lanthanides";"Solid";"1,3";2;153;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tl2O3";"Óxido Tálico";"Óxido de Talio (III)";"Di";"Tri";"DiÓxido de TriThallium";"Dióxido de Trithallium"
154;"Pb";"Plumbum";82;14;6;"Metal";"Lanthanides";"Solid";"2,4";2;154;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pb1O1";"Óxido Plomboso";"Óxido de Plomo (II)";"Mono";"Mono";"MonÓxido de MonoPlumbum";"Monóxido de Monoplumbum"
155;"Pb";"Plumbum";82;14;6;"Metal";"Lanthanides";"Solid";"2,4";2;155;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pb1O2";"Óxido Plúmbico";"Óxido de Plomo (IV)";"Mono";"Di";"MonÓxido de DiPlumbum";"Monóxido de Diplumbum"
156;"Bi";"Bismuth";83;15;6;"Metal";"Lanthanides";"Solid";"3,5";2;156;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Bi2O3";"Óxido Bismutoso";"Óxido de Bismuto (III)";"Di";"Tri";"DiÓxido de TriBismuth";"Dióxido de Tribismuth"
157;"Bi";"Bismuth";83;15;6;"Metal";"Lanthanides";"Solid";"3,5";2;157;2;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Bi2O5";"Óxido Bismútico";"Óxido de Bismuto (V)";"Di";"Penta";"DiÓxido de PentaBismuth";"Dióxido de Pentabismuth"
158;"Po";"Polonium";84;16;6;"Metalloid";"-";"Solid";"2,4";2;158;1;"2";"II";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Po1O1";"Óxido Polonoso";"Óxido de Polonio (II)";"Mono";"Mono";"MonÓxido de MonoPolonium";"Monóxido de Monopolonium"
159;"Po";"Polonium";84;16;6;"Metalloid";"-";"Solid";"2,4";2;159;2;"4";"IV";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Po1O2";"Óxido Polónico";"Óxido de Polonio (IV)";"Mono";"Di";"MonÓxido de DiPolonium";"Monóxido de Dipolonium"
160;"At";"Astatus";85;17;6;"Non-metal";"Halogens";"Solid";"1,3,5,7";4;160;1;"1";"I";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O1";"Óxido Hipoastatoso";"Óxido de Astato (I)";"Di";"Mono";"DiÓxido de MonoAstatus";"Dióxido de Monoastatus"
161;"At";"Astatus";85;17;6;"Non-metal";"Halogens";"Solid";"1,3,5,7";4;161;2;"3";"III";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O3";"Óxido Astatoso";"Óxido de Astato (III)";"Di";"Tri";"DiÓxido de TriAstatus";"Dióxido de Triastatus"
162;"At";"Astatus";85;17;6;"Non-metal";"Halogens";"Solid";"1,3,5,7";4;162;3;"5";"V";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O5";"Óxido Astático";"Óxido de Astato (V)";"Di";"Penta";"DiÓxido de PentAstatus";"Dióxido de Pentastatus"
163;"At";"Astatus";85;17;6;"Non-metal";"Halogens";"Solid";"1,3,5,7";4;163;4;"7";"VII";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O7";"Óxido Perastático";"Óxido de Astato (VII)";"Di";"Hepta";"DiÓxido de HeptAstatus";"Dióxido de Heptastatus"
164;"Rn";"Radon";86;18;6;"Noble gas";"-";"Gas";"0";1;164;1;"0";"";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"----";"----";"----";"----";"----";"----";"----"
165;"Fr";"Francius";87;1;7;"Metal";"Alkaline";"Liquid";"1";1;165;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Fr2O1";"Óxido de Francisco";"Óxido de Francisco (I)";"Di";"Mono";"DiÓxido de MonoFrancius";"Dióxido de Monofrancius"
166;"Ra";"Radio";88;2;7;"Metal";"Alkaline earths";"Solid";"2";1;166;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ra1O1";"Óxido de Radio";"Óxido de Radio (II)";"Mono";"Mono";"MonÓxido de MonoRadio";"Monóxido de Monoradio"
167;"Ac";"Actinium";89;3;7;"Metal";"Actinides";"Solid";"3";1;167;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ac2O3";"Óxido de Actinio";"Óxido de Actinio (III)";"Di";"Tri";"DiÓxido de TriActinium";"Dióxido de Triactinium"
168;"Th";"Thorium";90;3;7;"Metal";"Actinides";"Solid";"4";1;168;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Th1O2";"Óxido de Torio";"Óxido de Torio (IV)";"Mono";"Di";"MonÓxido de DiThorium";"Monóxido de Dithorium"
169;"Pa";"Protactinium";91;3;7;"Metal";"Actinides";"Solid";"4,5";2;169;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pa1O2";"Óxido Protactinoso";"Óxido de Protactinio (IV)";"Mono";"Di";"MonÓxido de DiProtactinium";"Monóxido de Diprotactinium"
170;"Pa";"Protactinium";91;3;7;"Metal";"Actinides";"Solid";"4,5";2;170;2;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pa2O5";"Óxido Protactínico";"Óxido de Protactinio (V)";"Di";"Penta";"DiÓxido de PentaProtactinium";"Dióxido de Pentaprotactinium"
171;"U";"Uranium";92;3;7;"Metal";"Actinides";"Solid";"3,4,5,6";4;171;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U2O3";"Óxido Hipouranoso";"Óxido de Uranio (III)";"Di";"Tri";"DiÓxido de TriUranium";"Dióxido de Triuranium"
172;"U";"Uranium";92;3;7;"Metal";"Actinides";"Solid";"3,4,5,6";4;172;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U1O2";"Óxido Uranoso";"Óxido de Uranio (IV)";"Mono";"Di";"MonÓxido de DiUranium";"Monóxido de Diuranium"
173;"U";"Uranium";92;3;7;"Metal";"Actinides";"Solid";"3,4,5,6";4;173;3;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U2O5";"Óxido Uránico";"Óxido de Uranio (V)";"Di";"Penta";"DiÓxido de PentaUranium";"Dióxido de Pentauranium"
174;"U";"Uranium";92;3;7;"Metal";"Actinides";"Solid";"3,4,5,6";4;174;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U1O3";"Óxido Peruránico";"Óxido de Uranio (VI)";"Mono";"Tri";"MonÓxido de TriUranium";"Monóxido de Triuranium"
175;"Np";"Neptunium";93;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;175;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np2O3";"Óxido Hiponeptunoso";"Óxido de Neptunio (III)";"Di";"Tri";"DiÓxido de TriNeptunium";"Dióxido de Trineptunium"
176;"Np";"Neptunium";93;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;176;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np1O2";"Óxido Neptunoso";"Óxido de Neptunio (IV)";"Mono";"Di";"MonÓxido de DiNeptunium";"Monóxido de Dineptunium"
177;"Np";"Neptunium";93;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;177;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np2O5";"Óxido Neptúnico";"Óxido de Neptunio (V)";"Di";"Penta";"DiÓxido de PentaNeptunium";"Dióxido de Pentaneptunium"
178;"Np";"Neptunium";93;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;178;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np1O3";"Óxido Perneptúnico";"Óxido de Neptunio (VI)";"Mono";"Tri";"MonÓxido de TriNeptunium";"Monóxido de Trineptunium"
179;"Pu";"Plutonium";94;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;179;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu2O3";"Óxido Hipoplutonoso";"Óxido de Plutonio (III)";"Di";"Tri";"DiÓxido de TriPlutonium";"Dióxido de Triplutonium"
180;"Pu";"Plutonium";94;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;180;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu1O2";"Óxido Plutonoso";"Óxido de Plutonio (IV)";"Mono";"Di";"MonÓxido de DiPlutonium";"Monóxido de Diplutonium"
181;"Pu";"Plutonium";94;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;181;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu2O5";"Óxido Plutónico";"Óxido de Plutonio (V)";"Di";"Penta";"DiÓxido de PentaPlutonium";"Dióxido de Pentaplutonium"
182;"Pu";"Plutonium";94;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;182;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu1O3";"Óxido Perplutónico";"Óxido de Plutonio (VI)";"Mono";"Tri";"MonÓxido de TriPlutonium";"Monóxido de Triplutonium"
183;"Am";"Americium";95;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;183;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am2O3";"Óxido Hipoamericoso";"Óxido de Americio (III)";"Di";"Tri";"DiÓxido de TriAmericium";"Dióxido de Triamericium"
184;"Am";"Americium";95;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;184;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am1O2";"Óxido Americoso";"Óxido de Americio (IV)";"Mono";"Di";"MonÓxido de DiAmericium";"Monóxido de Diamericium"
185;"Am";"Americium";95;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;185;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am2O5";"Óxido Américo";"Óxido de Americio (V)";"Di";"Penta";"DiÓxido de PentAmericium";"Dióxido de Pentamericium"
186;"Am";"Americium";95;3;7;"Metal";"Actinides";"???";"3,4,5,6";4;186;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am1O3";"Óxido Peramérico";"Óxido de Americio (VI)";"Mono";"Tri";"MonÓxido de TriAmericium";"Monóxido de Triamericium"
187;"Cm";"Curium";96;3;7;"Metal";"Actinides";"???";"3";1;187;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cm2O3";"Óxido de Curio";"Óxido de Curio (III)";"Di";"Tri";"DiÓxido de TriCurium";"Dióxido de Tricurium"
188;"Bk";"Berkelium";97;3;7;"Metal";"Actinides";"???";"3,4";2;188;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bk2O3";"Óxido Berkeloso";"Óxido de Berkelio (III)";"Di";"Tri";"DiÓxido de TriBerkelium";"Dióxido de Triberkelium"
189;"Bk";"Berkelium";97;3;7;"Metal";"Actinides";"???";"3,4";2;189;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bk1O2";"Óxido Berkélico";"Óxido de Berkelio (IV)";"Mono";"Di";"MonÓxido de DiBerkelium";"Monóxido de Diberkelium"
190;"Cf";"Californium";98;3;7;"Metal";"Actinides";"???";"3";1;190;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cf2O3";"Óxido de Californio";"Óxido de Californio (III)";"Di";"Tri";"DiÓxido de TriCalifornium";"Dióxido de Tricalifornium"
191;"Es";"Einsteinium";99;3;7;"Metal";"Actinides";"???";"4";1;191;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Es1O2";"Óxido de Einstenio";"Óxido de Einstenio (IV)";"Mono";"Di";"MonÓxido de DiEinsteinium";"Monóxido de Dieinsteinium"
192;"Fm";"Fermium";100;3;7;"Metal";"Actinides";"???";"4";1;192;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fm1O2";"Óxido de Fermio";"Óxido de Fermio (IV)";"Mono";"Di";"MonÓxido de DiFermium";"Monóxido de Difermium"
193;"Md";"Mendelevium";101;3;7;"Metal";"Actinides";"???";"3,4";2;193;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Md2O3";"Óxido Mendelevoso";"Óxido de Mendelevio (III)";"Di";"Tri";"DiÓxido de TriMendelevium";"Dióxido de Trimendelevium"
194;"Md";"Mendelevium";101;3;7;"Metal";"Actinides";"???";"3,4";2;194;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Md1O2";"Óxido Mendelévico";"Óxido de Mendelevio (IV)";"Mono";"Di";"MonÓxido de DiMendelevium";"Monóxido de Dimendelevium"
195;"No";"Nobelio";102;3;7;"Metal";"Actinides";"???";"3,4";2;195;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"No2O3";"Óxido Nobeloso";"Óxido de Nobel (III)";"Di";"Tri";"DiÓxido de TriNobelio";"Dióxido de Trinobelio"
196;"No";"Nobelio";102;3;7;"Metal";"Actinides";"???";"3,4";2;196;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"No1O2";"Óxido Nobélico";"Óxido de Nobel (IV)";"Mono";"Di";"MonÓxido de DiNobelio";"Monóxido de Dinobelio"
197;"Lr";"Laurencio";103;3;7;"Metal";"Actinides";"???";"3,4";2;197;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Lr2O3";"Óxido Lauroso";"Óxido de Laurencio (III)";"Di";"Tri";"DiÓxido de TriLaurencio";"Dióxido de Trilaurencio"
198;"Lr";"Laurencio";103;3;7;"Metal";"Actinides";"???";"3,4";2;198;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Lr1O2";"Óxido Láurico";"Óxido de Laurencio (IV)";"Mono";"Di";"MonÓxido de DiLaurencio";"Monóxido de Dilaurencio"
199;"Rf";"Rutherfordio";104;3;7;"Metal";"Actinides";"???";"4";1;199;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Rf1O2";"Óxido de Rutherfordio";"Óxido de Rutherfordio (IV)";"Mono";"Di";"MonÓxido de DiRutherfordio";"Monóxido de Dirutherfordio"
200;"Db";"Dubnium";105;3;7;"Metal";"Actinides";"???";"4";1;200;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Db1O2";"Óxido de Dubnio";"Óxido de Dubnio (IV)";"Mono";"Di";"MonÓxido de DiDubnium";"Monóxido de Didubnium"
201;"Sg";"Seaborgio";106;3;7;"Metal";"Actinides";"???";"4";1;201;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Sg1O2";"Óxido de Seaborgio";"Óxido de Seaborgio (IV)";"Mono";"Di";"MonÓxido de DiSeaborgio";"Monóxido de Diseaborgio"
202;"Bh";"Bohrio";107;3;7;"Metal";"Actinides";"???";"3,4,5";3;202;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bh2O3";"Óxido Hipobohroso";"Óxido de Bohrio (III)";"Di";"Tri";"DiÓxido de TriBohrio";"Dióxido de Tribohrio"
203;"Bh";"Bohrio";107;3;7;"Metal";"Actinides";"???";"3,4,5";3;203;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bh1O2";"Óxido Bohroso";"Óxido de Bohrio (IV)";"Mono";"Di";"MonÓxido de DiBohrio";"Monóxido de Dibohrio"
204;"Bh";"Bohrio";107;3;7;"Metal";"Actinides";"???";"3,4,5";3;204;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bh2O5";"Óxido Bohrioico";"Óxido de Bohrio (V)";"Di";"Penta";"DiÓxido de PentaBohrio";"Dióxido de Pentabohrio"
205;"Hs";"Hassio";108;3;7;"Metal";"Actinides";"???";"2,4,6,7";4;205;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs1O1";"Óxido Hipohassoso";"Óxido de Hassio (II)";"Mono";"Mono";"MonÓxido de MonoHassio";"Monóxido de Monohassio"
206;"Hs";"Hassio";108;3;7;"Metal";"Actinides";"???";"2,4,6,7";4;206;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs1O2";"Óxido Hassoso";"Óxido de Hassio (IV)";"Mono";"Di";"MonÓxido de DiHassio";"Monóxido de Dihassio"
207;"Hs";"Hassio";108;3;7;"Metal";"Actinides";"???";"2,4,6,7";4;207;3;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs1O3";"Óxido Hassico";"Óxido de Hassio (VI)";"Mono";"Tri";"MonÓxido de TriHassio";"Monóxido de Trihassio"
208;"Hs";"Hassio";108;3;7;"Metal";"Actinides";"???";"2,4,6,7";4;208;4;"7";"VII";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs2O7";"Óxido Perhassico";"Óxido de Hassio (VII)";"Di";"Hepta";"DiÓxido de HeptaHassio";"Dióxido de Heptahassio"
209;"Mt";"Meitnerius";109;3;7;"Metal";"Actinides";"???";"2,3,4,6";4;209;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt1O1";"Óxido Hipomeitneroso";"Óxido de Meitnerio (II)";"Mono";"Mono";"MonÓxido de MonoMeitnerius";"Monóxido de Monomeitnerius"
210;"Mt";"Meitnerius";109;3;7;"Metal";"Actinides";"???";"2,3,4,6";4;210;2;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt2O3";"Óxido Meitneroso";"Óxido de Meitnerio (III)";"Di";"Tri";"DiÓxido de TriMeitnerius";"Dióxido de Trimeitnerius"
211;"Mt";"Meitnerius";109;3;7;"Metal";"Actinides";"???";"2,3,4,6";4;211;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt1O2";"Óxido Meitnérico";"Óxido de Meitnerio (IV)";"Mono";"Di";"MonÓxido de DiMeitnerius";"Monóxido de Dimeitnerius"
212;"Mt";"Meitnerius";109;3;7;"Metal";"Actinides";"???";"2,3,4,6";4;212;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt1O3";"Óxido Permeitnérico";"Óxido de Meitnerio (VI)";"Mono";"Tri";"MonÓxido de TriMeitnerius";"Monóxido de Trimeitnerius"
213;"Ds";"Darmstadtium";110;3;7;"Metal";"Actinides";"???";"2,4";2;213;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Ds1O1";"Óxido Darmstadtoso";"Óxido de Darmstadtio (II)";"Mono";"Mono";"MonÓxido de MonoDarmstadtium";"Monóxido de Monodarmstadtium"
214;"Ds";"Darmstadtium";110;3;7;"Metal";"Actinides";"???";"2,4";2;214;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Ds1O2";"Óxido Darmstadtico";"Óxido de Darmstadtio (IV)";"Mono";"Di";"MonÓxido de DiDarmstadtium";"Monóxido de Didarmstadtium"
215;"Rg";"Roentgenio";111;3;7;"Metal";"Actinides";"???";"2,3";2;215;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Rg1O1";"Óxido Roentgenoso";"Óxido de Roentgenio (II)";"Mono";"Mono";"MonÓxido de MonoRoentgenio";"Monóxido de Monoroentgenio"
216;"Rg";"Roentgenio";111;3;7;"Metal";"Actinides";"???";"2,3";2;216;2;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Rg2O3";"Óxido Roentgénico";"Óxido de Roentgenio (III)";"Di";"Tri";"DiÓxido de TriRoentgenio";"Dióxido de Triroentgenio"
217;"Cn";"Copernicus";112;3;7;"Metal";"Actinides";"???";"1,2";2;217;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cn2O1";"Óxido Copernicoso";"Óxido de Copérnico (I)";"Di";"Mono";"DiÓxido de MonoCopernicus";"Dióxido de Monocopernicus"
218;"Cn";"Copernicus";112;3;7;"Metal";"Actinides";"???";"1,2";2;218;2;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cn1O1";"Óxido Copérnico";"Óxido de Copérnico (II)";"Mono";"Mono";"MonÓxido de MonoCopernicus";"Monóxido de Monocopernicus"
219;"Nh";"Nihonium";113;3;7;"Metal";"Actinides";"???";"3";1;219;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Nh2O3";"Óxido de Nihonio";"Óxido de Nihonio (III)";"Di";"Tri";"DiÓxido de TriNihonium";"Dióxido de Trinihonium"
220;"Fl";"Flerovio";114;3;7;"Metal";"Actinides";"???";"2,4,6";3;220;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fl1O1";"Óxido Hipoflerovoso";"Óxido de Flerovio (II)";"Mono";"Mono";"MonÓxido de MonoFlerovio";"Monóxido de Monoflerovio"
221;"Fl";"Flerovio";114;3;7;"Metal";"Actinides";"???";"2,4,6";3;221;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fl1O2";"Óxido Flerovoso";"Óxido de Flerovio (IV)";"Mono";"Di";"MonÓxido de DiFlerovio";"Monóxido de Diflerovio"
222;"Fl";"Flerovio";114;3;7;"Metal";"Actinides";"???";"2,4,6";3;222;3;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fl1O3";"Óxido Fleróvico";"Óxido de Flerovio (VI)";"Mono";"Tri";"MonÓxido de TriFlerovio";"Monóxido de Triflerovio"
223;"Mc";"Moscovio";115;3;7;"Metal";"Actinides";"???";"1,4,5";3;223;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mc2O1";"Óxido Hipomoscovioso";"Óxido de Moscovio (I)";"Di";"Mono";"DiÓxido de MonoMoscovio";"Dióxido de Monomoscovio"
224;"Mc";"Moscovio";115;3;7;"Metal";"Actinides";"???";"1,4,5";3;224;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mc1O2";"Óxido Moscovioso";"Óxido de Moscovio (IV)";"Mono";"Di";"MonÓxido de DiMoscovio";"Monóxido de Dimoscovio"
225;"Mc";"Moscovio";115;3;7;"Metal";"Actinides";"???";"1,4,5";3;225;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mc2O5";"Óxido Moscóvico";"Óxido de Moscovio (V)";"Di";"Penta";"DiÓxido de PentaMoscovio";"Dióxido de Pentamoscovio"
