"Order";"Symbol";"Name";"AtomicNumber";"Group";"Period";"Type";"Subtype";"State";"Valence";"AmountOfValences";"OrderGeneralValences";"OrderValenceOnElement";"SelectedValence";"RomanValence";"Type_Metal";"Type_NonMetal";"Type_Metalloide";"Type_NobleGas";"State_Solid";"State_Liquid";"State_Gas";"State_Dude";"Subtype_Halogen";"Status_oxyde";"ChemFormule_pure";"Name_Classic_Oxyde";"Name_IUPAC_Oxyde";"amount01_oxyde_Stock";"amount02_oxyde_Stock";"Name_Stock_Oxyde";"Name_Stock_Oxyde02"
73;"Mo";"Molybdenum";42;6;5;"Metal";"Transition Metals";"Solid";"2,3,4,5,6";5;73;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Mo1O2";"Óxido Molibdénico";"Óxido de Molibdeno (IV)";"Mono";"Di";"MonÓxido de DiMolybdenum";"Monóxido de Dimolybdenum"
74;"Mo";"Molybdenum";42;6;5;"Metal";"Transition Metals";"Solid";"2,3,4,5,6";5;74;4;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Mo2O5";"Óxido Permolibdénico";"Óxido de Molibdeno (V)";"Di";"Penta";"DiÓxido de PentaMolybdenum";"Dióxido de Pentamolybdenum"
75;"Mo";"Molybdenum";42;6;5;"Metal";"Transition Metals";"Solid";"2,3,4,5,6";5;75;5;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Mo1O3";"Óxido Supermolibdénico";"Óxido de Molibdeno (VI)";"Mono";"Tri";"MonÓxido de TriMolybdenum";"Monóxido de Trimolybdenum"
76;"Tc";"Technetium";43;7;5;"Metal";"Transition Metals";"Solid";"7";1;76;1;"7";"VII";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tc2O7";"Óxido de Tecnecio";"Óxido de Tecnecio (VII)";"Di";"Hepta";"DiÓxido de HeptaTechnetium";"Dióxido de Heptatechnetium"
77;"Ru";"Ruthenium";44;8;5;"Metal";"Transition Metals";"Solid";"2,3,4,6,8";5;77;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ru1O1";"Óxido Hiporutenoso";"Óxido de Rutenio (II)";"Mono";"Mono";"MonÓxido de MonoRuthenium";"Monóxido de Monoruthenium"
78;"Ru";"Ruthenium";44;8;5;"Metal";"Transition Metals";"Solid";"2,3,4,6,8";5;78;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ru2O3";"Óxido Rutenoso";"Óxido de Rutenio (III)";"Di";"Tri";"DiÓxido de TriRuthenium";"Dióxido de Triruthenium"
79;"Ru";"Ruthenium";44;8;5;"Metal";"Transition Metals";"Solid";"2,3,4,6,8";5;79;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ru1O2";"Óxido Rutenoso";"Óxido de Rutenio (IV)";"Mono";"Di";"MonÓxido de DiRuthenium";"Monóxido de Diruthenium"
80;"Ru";"Ruthenium";44;8;5;"Metal";"Transition Metals";"Solid";"2,3,4,6,8";5;80;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ru1O3";"Óxido Perrutenoso";"Óxido de Rutenio (VI)";"Mono";"Tri";"MonÓxido de TriRuthenium";"Monóxido de Triruthenium"
81;"Ru";"Ruthenium";44;8;5;"Metal";"Transition Metals";"Solid";"2,3,4,6,8";5;81;5;"8";"VIII";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ru1O4";"Óxido Superrutenoso";"Óxido de Rutenio (VIII)";"Mono";"Tetra";"MonÓxido de TetraRuthenium";"Monóxido de Tetraruthenium"
82;"Rh";"Rhodium";45;9;5;"Metal";"Transition Metals";"Solid";"2,3,4";3;82;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Rh1O1";"Óxido Hiporodoso";"Óxido de Rodio (II)";"Mono";"Mono";"MonÓxido de MonoRhodium";"Monóxido de Monorhodium"
83;"Rh";"Rhodium";45;9;5;"Metal";"Transition Metals";"Solid";"2,3,4";3;83;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Rh2O3";"Óxido Rodoso";"Óxido de Rodio (III)";"Di";"Tri";"DiÓxido de TriRhodium";"Dióxido de Trirhodium"
84;"Rh";"Rhodium";45;9;5;"Metal";"Transition Metals";"Solid";"2,3,4";3;84;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Rh1O2";"Óxido Ródico";"Óxido de Rodio (IV)";"Mono";"Di";"MonÓxido de DiRhodium";"Monóxido de Dirhodium"
85;"Pd";"Palladium";46;10;5;"Metal";"Transition Metals";"Solid";"2,4";2;85;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pd1O1";"Óxido Paladoso";"Óxido de Paladio (II)";"Mono";"Mono";"MonÓxido de MonoPalladium";"Monóxido de Monopalladium"
86;"Pd";"Palladium";46;10;5;"Metal";"Transition Metals";"Solid";"2,4";2;86;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pd1O2";"Óxido Paládico";"Óxido de Paladio (IV)";"Mono";"Di";"MonÓxido de DiPalladium";"Monóxido de Dipalladium"
87;"Ag";"Silver";47;11;5;"Metal";"Transition Metals";"Solid";"1";1;87;1;"1";"I";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ag2O1";"Óxido de Plata";"Óxido de Plata (I)";"Di";"Mono";"DiÓxido de MonoSilver";"Dióxido de Monosilver"
88;"Cd";"Cadmium";48;12;5;"Metal";"Transition Metals";"Solid";"2";1;88;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Cd1O1";"Óxido de Cadmio";"Óxido de Cadmio (II)";"Mono";"Mono";"MonÓxido de MonoCadmium";"Monóxido de Monocadmium"
89;"In";"Indian";49;13;5;"Metal";"Metals from Block p";"Solid";"3";1;89;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"In2O3";"Óxido de Indio";"Óxido de Indio (III)";"Di";"Tri";"DiÓxido de TriIndian";"Dióxido de Triindian"
90;"Sn";"Tin";50;14;5;"Metal";"Metals from Block p";"Solid";"2,4";2;90;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sn1O1";"Óxido Estañoso";"Óxido de Estaño (II)";"Mono";"Mono";"MonÓxido de MonoTin";"Monóxido de Monotin"
91;"Sn";"Tin";50;14;5;"Metal";"Metals from Block p";"Solid";"2,4";2;91;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sn1O2";"Óxido Estáñico";"Óxido de Estaño (IV)";"Mono";"Di";"MonÓxido de DiTin";"Monóxido de Ditin"
92;"Sb";"Antimony";51;15;5;"Metalloid";"-";"Solid";"3,5";2;92;1;"3";"III";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sb2O3";"Óxido Antimonoso";"Óxido de Antimonio (III)";"Di";"Tri";"DiÓxido de TriAntimony";"Dióxido de Triantimony"
93;"Sb";"Antimony";51;15;5;"Metalloid";"-";"Solid";"3,5";2;93;2;"5";"V";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sb2O5";"Óxido Antimónico";"Óxido de Antimonio (V)";"Di";"Penta";"DiÓxido de PentAntimony";"Dióxido de Pentantimony"
94;"Te";"Tellurium";52;16;5;"Metalloid";"-";"Solid";"2,4,6";3;94;1;"2";"II";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Te1O1";"Óxido Hipoteluroso";"Óxido de Telurio (II)";"Mono";"Mono";"MonÓxido de MonoTellurium";"Monóxido de Monotellurium"
95;"Te";"Tellurium";52;16;5;"Metalloid";"-";"Solid";"2,4,6";3;95;2;"4";"IV";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Te1O2";"Óxido Teluroso";"Óxido de Telurio (IV)";"Mono";"Di";"MonÓxido de DiTellurium";"Monóxido de Ditellurium"
96;"Te";"Tellurium";52;16;5;"Metalloid";"-";"Solid";"2,4,6";3;96;3;"6";"VI";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Te1O3";"Óxido Telúrico";"Óxido de Telurio (VI)";"Mono";"Tri";"MonÓxido de TriTellurium";"Monóxido de Tritellurium"
97;"I";"Iodine";53;17;5;"Non-metal";"Halogens";"Solid";"1,5,7";3;97;1;"1";"I";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"I2O1";"Óxido Hipoyodoso";"Óxido de Yodo (I)";"Di";"Mono";"DiÓxido de MonoIodine";"Dióxido de Monoiodine"
98;"I";"Iodine";53;17;5;"Non-metal";"Halogens";"Solid";"1,5,7";3;98;2;"5";"V";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"I2O5";"Óxido Yodoso";"Óxido de Yodo (V)";"Di";"Penta";"DiÓxido de PentaIodine";"Dióxido de Pentaiodine"
99;"I";"Iodine";53;17;5;"Non-metal";"Halogens";"Solid";"1,5,7";3;99;3;"7";"VII";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"I2O7";"Óxido Yódico";"Óxido de Yodo (VII)";"Di";"Hepta";"DiÓxido de HeptaIodine";"Dióxido de Heptaiodine"
100;"Xe";"Xenon";54;18;5;"Noble gas";"-";"Gas";"0";1;100;1;"0";"";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"----";"----";"----";"----";"----";"----";"----"
101;"Cs";"Cesium";55;1;6;"Metal";"Alkaline";"Liquid";"1";1;101;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Cs2O1";"Óxido de Cesio";"Óxido de Cesio (I)";"Di";"Mono";"DiÓxido de MonoCesium";"Dióxido de Monocesium"
102;"Ba";"Barium";56;2;6;"Metal";"Alkaline earths";"Solid";"2";1;102;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ba1O1";"Óxido de Bario";"Óxido de Bario (II)";"Mono";"Mono";"MonÓxido de MonoBarium";"Monóxido de Monobarium"
103;"La";"Lanthanum";57;3;6;"Metal";"Lanthanides";"Solid";"3";1;103;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"La2O3";"Óxido de Lantano";"Óxido de Lantano (III)";"Di";"Tri";"DiÓxido de TriLanthanum";"Dióxido de Trilanthanum"
104;"Ce";"Cerium";58;3;6;"Metal";"Lanthanides";"Solid";"3,4";2;104;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ce2O3";"Óxido Ceroso";"Óxido de Cerio (III)";"Di";"Tri";"DiÓxido de TriCerium";"Dióxido de Tricerium"
105;"Ce";"Cerium";58;3;6;"Metal";"Lanthanides";"Solid";"3,4";2;105;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ce1O2";"Óxido Cérico";"Óxido de Cerio (IV)";"Mono";"Di";"MonÓxido de DiCerium";"Monóxido de Dicerium"
106;"Pr";"Praseodymium";59;3;6;"Metal";"Lanthanides";"Solid";"3,4";2;106;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pr2O3";"Óxido Praseodimoso";"Óxido de Praseodimio (III)";"Di";"Tri";"DiÓxido de TriPraseodymium";"Dióxido de Tripraseodymium"
107;"Pr";"Praseodymium";59;3;6;"Metal";"Lanthanides";"Solid";"3,4";2;107;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pr1O2";"Óxido Praseodímico";"Óxido de Praseodimio (IV)";"Mono";"Di";"MonÓxido de DiPraseodymium";"Monóxido de Dipraseodymium"
108;"Nd";"Neodymium";60;3;6;"Metal";"Lanthanides";"Solid";"3";1;108;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Nd2O3";"Óxido de Neodimio";"Óxido de Neodimio (III)";"Di";"Tri";"DiÓxido de TriNeodymium";"Dióxido de Trineodymium"
109;"Pm";"Promise";61;3;6;"Metal";"Lanthanides";"Solid";"3";1;109;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pm2O3";"Óxido de Promesa";"Óxido de Promesa (III)";"Di";"Tri";"DiÓxido de TriPromise";"Dióxido de Tripromise"
110;"Sm";"Samarium";62;3;6;"Metal";"Lanthanides";"Solid";"2,3";2;110;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sm1O1";"Óxido Samaroso";"Óxido de Samario (II)";"Mono";"Mono";"MonÓxido de MonoSamarium";"Monóxido de Monosamarium"
111;"Sm";"Samarium";62;3;6;"Metal";"Lanthanides";"Solid";"2,3";2;111;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sm2O3";"Óxido Samárico";"Óxido de Samario (III)";"Di";"Tri";"DiÓxido de TriSamarium";"Dióxido de Trisamarium"
112;"Eu";"Europium";63;3;6;"Metal";"Lanthanides";"Solid";"2,3";2;112;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Eu1O1";"Óxido Europoso";"Óxido de Europio (II)";"Mono";"Mono";"MonÓxido de MonoEuropium";"Monóxido de Monoeuropium"
113;"Eu";"Europium";63;3;6;"Metal";"Lanthanides";"Solid";"2,3";2;113;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Eu2O3";"Óxido Európico";"Óxido de Europio (III)";"Di";"Tri";"DiÓxido de TriEuropium";"Dióxido de Trieuropium"
114;"Gd";"Gadolinium";64;3;6;"Metal";"Lanthanides";"Solid";"3";1;114;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Gd2O3";"Óxido de Gadolinio";"Óxido de Gadolinio (III)";"Di";"Tri";"DiÓxido de TriGadolinium";"Dióxido de Trigadolinium"
115;"Tb";"Terbium";65;3;6;"Metal";"Lanthanides";"Solid";"3,4";2;115;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tb2O3";"Óxido Terboso";"Óxido de Terbio (III)";"Di";"Tri";"DiÓxido de TriTerbium";"Dióxido de Triterbium"
116;"Tb";"Terbium";65;3;6;"Metal";"Lanthanides";"Solid";"3,4";2;116;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tb1O2";"Óxido Térbico";"Óxido de Terbio (IV)";"Mono";"Di";"MonÓxido de DiTerbium";"Monóxido de Diterbium"
117;"Dy";"Dysprosium";66;3;6;"Metal";"Lanthanides";"Solid";"3";1;117;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Dy2O3";"Óxido de Disprosio";"Óxido de Disprosio (III)";"Di";"Tri";"DiÓxido de TriDysprosium";"Dióxido de Tridysprosium"
118;"Ho";"Holmium";67;3;6;"Metal";"Lanthanides";"Solid";"3";1;118;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ho2O3";"Óxido de Holmio";"Óxido de Holmio (III)";"Di";"Tri";"DiÓxido de TriHolmium";"Dióxido de Triholmium"
119;"Er";"Erbium";68;3;6;"Metal";"Lanthanides";"Solid";"3";1;119;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Er2O3";"Óxido de Erbio";"Óxido de Erbio (III)";"Di";"Tri";"DiÓxido de TriErbium";"Dióxido de Trierbium"
120;"Tm";"Thulium";69;3;6;"Metal";"Lanthanides";"Solid";"3,2";2;120;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tm2O3";"Óxido Tuloso";"Óxido de Tulio (III)";"Di";"Tri";"DiÓxido de TriThulium";"Dióxido de Trithulium"
121;"Tm";"Thulium";69;3;6;"Metal";"Lanthanides";"Solid";"3,2";2;121;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tm1O1";"Óxido Túlico";"Óxido de Tulio (II)";"Mono";"Mono";"MonÓxido de MonoThulium";"Monóxido de Monothulium"
122;"Yb";"Ytterbium";70;3;6;"Metal";"Lanthanides";"Solid";"2,3";2;122;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Yb1O1";"Óxido Iterboso";"Óxido de Iterbio (II)";"Mono";"Mono";"MonÓxido de MonoYtterbium";"Monóxido de Monoytterbium"
123;"Yb";"Ytterbium";70;3;6;"Metal";"Lanthanides";"Solid";"2,3";2;123;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Yb2O3";"Óxido Itérbico";"Óxido de Iterbio (III)";"Di";"Tri";"DiÓxido de TriYtterbium";"Dióxido de Triytterbium"
124;"Lu";"Lutetium";71;3;6;"Metal";"Lanthanides";"Solid";"3";1;124;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Lu2O3";"Óxido de Lutecio";"Óxido de Lutecio (III)";"Di";"Tri";"DiÓxido de TriLutetium";"Dióxido de Trilutetium"
125;"Hf";"Hafnium";72;4;6;"Metal";"Lanthanides";"Solid";"4";1;125;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Hf1O2";"Óxido de Hafnio";"Óxido de Hafnio (IV)";"Mono";"Di";"MonÓxido de DiHafnium";"Monóxido de Dihafnium"
126;"Ta";"Tantalum";73;5;6;"Metal";"Lanthanides";"Solid";"5";1;126;1;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ta2O5";"Óxido de Tantalio";"Óxido de Tantalio (V)";"Di";"Penta";"DiÓxido de PentaTantalum";"Dióxido de Pentatantalum"
127;"W";"Tungsten";74;6;6;"Metal";"Lanthanides";"Solid";"2,3,4,5,6";5;127;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W1O1";"Óxido Hipotungstoso";"Óxido de Tungsteno (II)";"Mono";"Mono";"MonÓxido de MonoTungsten";"Monóxido de Monotungsten"
128;"W";"Tungsten";74;6;6;"Metal";"Lanthanides";"Solid";"2,3,4,5,6";5;128;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W2O3";"Óxido Tungstoso";"Óxido de Tungsteno (III)";"Di";"Tri";"DiÓxido de TriTungsten";"Dióxido de Tritungsten"
129;"W";"Tungsten";74;6;6;"Metal";"Lanthanides";"Solid";"2,3,4,5,6";5;129;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W1O2";"Óxido Tungsténico";"Óxido de Tungsteno (IV)";"Mono";"Di";"MonÓxido de DiTungsten";"Monóxido de Ditungsten"
130;"W";"Tungsten";74;6;6;"Metal";"Lanthanides";"Solid";"2,3,4,5,6";5;130;4;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W2O5";"Óxido Pertungsténico";"Óxido de Tungsteno (V)";"Di";"Penta";"DiÓxido de PentaTungsten";"Dióxido de Pentatungsten"
131;"W";"Tungsten";74;6;6;"Metal";"Lanthanides";"Solid";"2,3,4,5,6";5;131;5;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W1O3";"Óxido Supertungsténico";"Óxido de Tungsteno (VI)";"Mono";"Tri";"MonÓxido de TriTungsten";"Monóxido de Tritungsten"
132;"Re";"Rhenium";75;7;6;"Metal";"Lanthanides";"Solid";"1,2,4,6,7";5;132;1;"1";"I";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re2O1";"Óxido Hiporenoso";"Óxido de Renio (I)";"Di";"Mono";"DiÓxido de MonoRhenium";"Dióxido de Monorhenium"
133;"Re";"Rhenium";75;7;6;"Metal";"Lanthanides";"Solid";"1,2,4,6,7";5;133;2;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re1O1";"Óxido Renoso";"Óxido de Renio (II)";"Mono";"Mono";"MonÓxido de MonoRhenium";"Monóxido de Monorhenium"
134;"Re";"Rhenium";75;7;6;"Metal";"Lanthanides";"Solid";"1,2,4,6,7";5;134;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re1O2";"Óxido Renico";"Óxido de Renio (IV)";"Mono";"Di";"MonÓxido de DiRhenium";"Monóxido de Dirhenium"
135;"Re";"Rhenium";75;7;6;"Metal";"Lanthanides";"Solid";"1,2,4,6,7";5;135;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re1O3";"Óxido Perrenico";"Óxido de Renio (VI)";"Mono";"Tri";"MonÓxido de TriRhenium";"Monóxido de Trirhenium"
136;"Re";"Rhenium";75;7;6;"Metal";"Lanthanides";"Solid";"1,2,4,6,7";5;136;5;"7";"VII";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re2O7";"Óxido Superrenico";"Óxido de Renio (VII)";"Di";"Hepta";"DiÓxido de HeptaRhenium";"Dióxido de Heptarhenium"
137;"Os";"Osmium";76;8;6;"Metal";"Lanthanides";"Solid";"2,3,4,6,8";5;137;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O1";"Óxido Hiposmoso";"Óxido de Osmio (II)";"Mono";"Mono";"MonÓxido de MonoOsmium";"Monóxido de Monoosmium"
138;"Os";"Osmium";76;8;6;"Metal";"Lanthanides";"Solid";"2,3,4,6,8";5;138;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os2O3";"Óxido Osmoso";"Óxido de Osmio (III)";"Di";"Tri";"DiÓxido de TriOsmium";"Dióxido de Triosmium"
139;"Os";"Osmium";76;8;6;"Metal";"Lanthanides";"Solid";"2,3,4,6,8";5;139;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O2";"Óxido Ósmico";"Óxido de Osmio (IV)";"Mono";"Di";"MonÓxido de DiOsmium";"Monóxido de Diosmium"
140;"Os";"Osmium";76;8;6;"Metal";"Lanthanides";"Solid";"2,3,4,6,8";5;140;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O3";"Óxido Perósmico";"Óxido de Osmio (VI)";"Mono";"Tri";"MonÓxido de TriOsmium";"Monóxido de Triosmium"
141;"Os";"Osmium";76;8;6;"Metal";"Lanthanides";"Solid";"2,3,4,6,8";5;141;5;"8";"VIII";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O4";"Óxido Superósmico";"Óxido de Osmio (VIII)";"Mono";"Tetra";"MonÓxido de TetraOsmium";"Monóxido de Tetraosmium"
142;"Ir";"Iridium";77;9;6;"Metal";"Lanthanides";"Solid";"2,3,4,6";4;142;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir1O1";"Óxido Hipoiridoso";"Óxido de Iridio (II)";"Mono";"Mono";"MonÓxido de MonoIridium";"Monóxido de Monoiridium"
143;"Ir";"Iridium";77;9;6;"Metal";"Lanthanides";"Solid";"2,3,4,6";4;143;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir2O3";"Óxido Iridoso";"Óxido de Iridio (III)";"Di";"Tri";"DiÓxido de TriIridium";"Dióxido de Triiridium"
144;"Ir";"Iridium";77;9;6;"Metal";"Lanthanides";"Solid";"2,3,4,6";4;144;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir1O2";"Óxido Irídico";"Óxido de Iridio (IV)";"Mono";"Di";"MonÓxido de DiIridium";"Monóxido de Diiridium"
145;"Ir";"Iridium";77;9;6;"Metal";"Lanthanides";"Solid";"2,3,4,6";4;145;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir1O3";"Óxido Perirídico";"Óxido de Iridio (VI)";"Mono";"Tri";"MonÓxido de TriIridium";"Monóxido de Triiridium"
146;"Pt";"Platinum";78;10;6;"Metal";"Lanthanides";"Solid";"2,4";2;146;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pt1O1";"Óxido Platinoso";"Óxido de Platino (II)";"Mono";"Mono";"MonÓxido de MonoPlatinum";"Monóxido de Monoplatinum"
147;"Pt";"Platinum";78;10;6;"Metal";"Lanthanides";"Solid";"2,4";2;147;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pt1O2";"Óxido Platínico";"Óxido de Platino (IV)";"Mono";"Di";"MonÓxido de DiPlatinum";"Monóxido de Diplatinum"
148;"Au";"Gold";79;11;6;"Metal";"Lanthanides";"Solid";"1,3";2;148;1;"1";"I";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Au2O1";"Óxido Auroso";"Óxido de Oro (I)";"Di";"Mono";"DiÓxido de MonoGold";"Dióxido de Monogold"
